Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
RamSoft,React.js Developer,Work From Home,1994,200 - 500 employees,https://www.instahyre.com/job-248408-reactjs-developer-at-ramsoft-work-from-home/,Sachin Ahire,7-12 Years,3430,Azure,SQL,Unit,Testing,,,,Class2,Senior Level
Sourcewiz,Sales Development Representative,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-248414-sales-development-representative-lead-at-sourcewiz-bangalore-gurgaon/,Saakshi Bhartiya,4-7 Years,61000,Business,Development,International,Sales,Sales,Telecalling,,Class2,Mid-Level
Apollo.io,Staff Engg Analytics,Work From Home,2015,50 - 200 employees,https://www.instahyre.com/job-248399-staff-engg-analytics-at-apollo-2-work-from-home/,Ayushi Sharma,8-13 Years,33878,Java,Python,Kafka,Scala,Spark,,,Class2,Senior Level
Avataar,IT Manager,Bangalore,2014,200 - 500 employees,https://www.instahyre.com/job-248403-it-manager-at-avataar-2-bangalore/,Sharique Mobin,12-16 Years,22094,IT,Budgeting,IT,Infrastructure,IT,Support,Networking,Class2,Senior Level
Bert Labs,Data Scientist,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-248402-data-scientist-at-bert-labs-bangalore/,Shahida,5-10 Years,2492,Machine,Learning,Hadoop,Spark,Streaming,Flink,,Class2,Mid-Level
Cleo,Full Stack Developer,Bangalore,1976,200 - 500 employees,https://www.instahyre.com/job-248401-full-stack-developer-at-cleo-bangalore/,Priyanka Sharma,3-6 Years,31000,Angular,Java,Data,Structures,Algorithms,,,Class2,Junior Level
Cleo,Senior Software Engineer,Bangalore,1976,200 - 500 employees,https://www.instahyre.com/job-248406-senior-software-engineer-at-cleo-bangalore/,Priya Desai,3-6 Years,31000,Java,AWS,Angular,Data,Structures,JSON,NoSQL,Class2,Junior Level
Elucidata,Senior Software Engineer,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-248397-senior-software-engineer-at-elucidata-bangalore-delhi/,Meghna Dey,3-5 Years,42997,AWS,CI,CD,CircleCI,Python,,,Class2,Junior Level
MetaMap,Senior Engineer,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-248398-senior-engineer-ml-at-metamap-2-bangalore/,Ricky Joy,4-7 Years,14000,Computer,Vision,Machine,Learning,Python,OpenCV,,Class2,Mid-Level
MetaMap,Senior Staff Engineer,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-248395-senior-staff-engineer-ml-at-metamap-2-bangalore/,Ricky Joy,10-14 Years,14000,Computer,Vision,Data,Mining,Machine,Learning,Python,Class2,Senior Level
MOURI Tech,Contract Excutive,Bangalore,2005,More than 1000 employees,https://www.instahyre.com/job-248400-contract-excutive-at-mouri-tech-bangalore-hyderabad/,Sai Prakash Reddy,1-2 Years,138191,Operations,Management,,,,,,Class1,Junior Level
Texecom,Backend Engineer,Bangalore,1986,200 - 500 employees,https://www.instahyre.com/job-248405-backend-engineer-at-texecom-bangalore/,Adharsh A,3-6 Years,11855,SQL,AWS,Agile,,,,,Class2,Junior Level
Airbnb,Staff Software Engineer,Bangalore,2008,More than 1000 employees,https://www.instahyre.com/job-248393-staff-software-engineer-at-airbnb-bangalore-work-from-home/,Priyadarshini J,12-16 Years,2355112,C,Golang,Java,PHP,Python,Ruby,,Class1,Senior Level
Aris Infra,SDE,Bangalore,2021,50 - 200 employees,https://www.instahyre.com/job-248380-sde-iii-backend-developer-at-aris-infra-bangalore/,Pooja Pathak,5-8 Years,1000,Golang,Python,Django,Flask,,,,Class2,Mid-Level
Casagrand Builder,Sales Executive,Chennai,2004,More than 1000 employees,https://www.instahyre.com/job-248387-sales-executive-at-casagrand-builder-chennai/,Revathi S,1-5 Years,14812,Sales,,,,,,,Class1,Junior Level
Cleartrip,UI Engineer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-248385-ui-engineer-at-cleartrip-bangalore/,Rajni Thakur,3-5 Years,201000,JavaScript,HTML,Angular,CSS,,,,Class4,Junior Level
Fable,Software Developer,Work From Home,2022,0 - 10 employees,https://www.instahyre.com/job-248390-software-developer-frontend-at-fable-work-from-home/,Akasmat Pradhan,1-4 Years,20655,Redux,SVG,TypeScript,webpack,,,,Class2,Junior Level
Inspire Brands,PMO,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-248378-pmo-manager-at-inspire-brands-hyderabad/,Ramya Thota,14-19 Years,84000,Agile,Scrum,Project,Management,,,,Class1,Senior Level
Inspire Brands,Software Engineer,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-248381-software-engineer-at-inspire-brands-hyderabad/,Ramya Thota,3-6 Years,84000,React,Native,,,,,,Class1,Junior Level
Mobile Programming,Blender 3D Modeling Developer,Gurgaon,2001,More than 1000 employees,https://www.instahyre.com/job-248376-blender-3d-modeling-developer-at-mobile-programming-2-gurgaon-mohali-pune/,Chandni Oli,4-6 Years,320564,Animation,Max,,,,,,Class1,Mid-Level
Nykaa,Senior Python Developer,Gurgaon,2012,200 - 500 employees,https://www.instahyre.com/job-248391-senior-python-developer-at-nykaa-gurgaon/,Vaishali Kumari,3-6 Years,432778,Python,Django,Flask,LLD,Data,Structures,,Class2,Junior Level
Tekion,Software Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-248377-software-engineer-at-tekion-bangalore-chennai/,Sojan S Baby,3-7 Years,80000,Java,Spring,,,,,,Class2,Junior Level
Aris Infra,SDE2,Bangalore,2021,50 - 200 employees,https://www.instahyre.com/job-248366-sde2-at-aris-infra-bangalore/,S Kamala,Fresher,1000,Data,Structures,JavaScript,,,,,Class2,Fresher
CRED,SDE 3,Bangalore,2018,200 - 500 employees,https://www.instahyre.com/job-248369-sde-3-backend-at-cred-bangalore/,Sindhu Chakraborty Ramachandran,Fresher,361000,Java,Data,Structures,Algorithms,,,,Class2,Fresher
GlobalLogic,Sr. Full Stack Engineer,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-248372-sr-full-stack-engineer-at-globallogic-bangalore/,Vishakha Tyagi,6-8 Years,749000,Spring,Boot,AWS,JavaScript,MongoDB,,,Class1,Mid-Level
HDFC Life,B2B Channel Sales,Mumbai,2000,More than 1000 employees,https://www.instahyre.com/job-248368-b2b-channel-sales-fig-sales-manager-at-hdfc-life-mumbai/,Shalini,4-9 Years,270375,International,Sales,Corporate,Sales,Channel,Sales,,Class1,Mid-Level
Hitachi India,ServiceNow SME Architect,Noida,1930,More than 1000 employees,https://www.instahyre.com/job-248365-servicenow-sme-architect-at-hitachi-india-noida/,Ayushi Jain,9-14 Years,59868,ServiceNow,SME,ITSM,ITIL,JavaScript,,,Class1,Senior Level
Hitachi India,ServiceNow SME Architect,Pune,1930,More than 1000 employees,https://www.instahyre.com/job-248363-servicenow-sme-architect-at-hitachi-india-pune/,Ayushi Jain,10-15 Years,59868,ServiceNow,ITSM,SME,ITIL,,,,Class1,Senior Level
Locale AI,Automation Test Engineer,Bangalore,2019,10 - 50 employees,https://www.instahyre.com/job-248367-automation-test-engineer-at-locale-ai-bangalore/,Rahul Kumar,3-6 Years,6000,API,Testing,Automation,Testing,JMeter,Java,JavaScript,Class2,Junior Level
Preqin,QA,Bangalore,2003,200 - 500 employees,https://www.instahyre.com/job-248373-qa-automation-engineer-at-preqin-bangalore/,Sarthak,4-8 Years,114866,JavaScript,Automation,Testing,Playwright,Cypress,,,Class2,Mid-Level
Tekion,Software Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-248375-software-engineer-frontend-at-tekion-bangalore-chennai/,Sojan S Baby,2-6 Years,80000,JavaScript,,,,,,,Class2,Junior Level
WorkSpan,SD 3,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-248364-sd-3-senior-software-engineer-at-workspan-bangalore/,Dharya Aggarwal,6-10 Years,11667,Python,Java,Golang,,,,,Class2,Mid-Level
GlobalLogic,QA Lead,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-248358-qa-lead-at-globallogic-bangalore/,Priyanka Paul,7-12 Years,749000,Selenium,Java,Automation,Testing,JavaScript,,,Class1,Senior Level
Lendingkart,Engineering Manager,Bangalore,2014,200 - 500 employees,https://www.instahyre.com/job-248361-engineering-manager-at-lendingkart-bangalore/,Suma Gururaj,10-14 Years,49000,Java,Spring,,,,,,Class2,Senior Level
Nexthink,Cloud Architect,Bangalore,2004,500 - 1000 employees,https://www.instahyre.com/job-248353-cloud-architect-at-nexthink-bangalore/,Akriti Singh,14-19 Years,124000,Java,AWS,Kafka,Kubernetes,,,,Class4,Senior Level
Nexthink,Frontend Developer,Bangalore,2004,500 - 1000 employees,https://www.instahyre.com/job-248356-frontend-developer-at-nexthink-bangalore/,Akriti Singh,6-10 Years,124000,JavaScript,,,,,,,Class4,Mid-Level
Nexthink,Full Stack Developer,Bangalore,2004,500 - 1000 employees,https://www.instahyre.com/job-248359-full-stack-developer-at-nexthink-bangalore/,Akriti Singh,6-10 Years,124000,Java,JavaScript,,,,,,Class4,Mid-Level
Oliveboard,Inside Sales Executive,Work From Home,2012,50 - 200 employees,https://www.instahyre.com/job-248362-inside-sales-executive-at-oliveboard-work-from-home/,Geethanjali Singaravelu,0-1 Years,151,Business,Development,Sales,Telecalling,,,,Class2,Fresher
Onehouse,Architect,Work From Home,2021,10 - 50 employees,https://www.instahyre.com/job-248360-architect-at-onehouse-work-from-home/,Mahak Kankane,9-14 Years,2737,Java,Python,Big,Data,NoSQL,Data,Structures,Class2,Senior Level
Pretty Little Thing,Senior React Native Developer,Work From Home,2012,200 - 500 employees,https://www.instahyre.com/job-248354-senior-react-native-developer-at-pretty-little-thing-work-from-home/,Priyadarshini,5-10 Years,83262,React,Native,TypeScript,Unit,Testing,Redux,HTML,Class2,Mid-Level
Tekion,Frontend Architect,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-248355-frontend-architect-at-tekion-bangalore/,Mahak Kankane,9-13 Years,80000,JavaScript,HTML,CSS,Redux,,,,Class2,Senior Level
Xerago,Digital Marketing,Chennai,2002,200 - 500 employees,https://www.instahyre.com/job-248357-digital-marketing-at-xerago-chennai/,Kirthana B,3-6 Years,9951,Google,Ads,SEM,SEO,,,,Class2,Junior Level
Accenture,Lead Data Engineer,Bangalore,1989,More than 1000 employees,https://www.instahyre.com/job-248351-lead-data-engineer-at-accenture-2-bangalore/,Priyanka Paul,4-9 Years,11000000,Data,Governance,,,,,,Class1,Mid-Level
Deqode,Java Developer,Pune,2012,200 - 500 employees,https://www.instahyre.com/job-248343-java-developer-at-deqode-pune/,Meher Kaur,3-7 Years,17900,Java,Spring,Spring,Boot,REST,Assured,MySQL,Class2,Junior Level
Epsilon,Dot .NET Developer,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-248342-dot-net-developer-at-epsilon-bangalore/,Abhishek Chauhan,5-10 Years,390931,SQL,,,,,,,Class1,Mid-Level
Finquest,Data Engineer,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-248339-data-engineer-at-finquest-bangalore/,Ayushi Srivastava,2-5 Years,11594,Python,SQL,,,,,,Class2,Junior Level
GlobalLogic,Sr. Data Engineer,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-248340-sr-data-engineer-at-globallogic-bangalore/,Vishakha Tyagi,5-9 Years,749000,Spark,Scala,Python,Airflow,AWS,,,Class1,Mid-Level
OpenText,Senior Software Engineer,Bangalore,1991,More than 1000 employees,https://www.instahyre.com/job-248347-senior-software-engineer-at-opentext-2-bangalore/,Udeshna Boruah Kalita,5-10 Years,295000,Windows,,,,,,,Class1,Mid-Level
Reachlocal Services,Digital Marketing Manager,Mumbai,2004,More than 1000 employees,https://www.instahyre.com/job-248352-digital-marketing-manager-at-reachlocal-services-mumbai/,Saranya R,11-14 Years,34845,Digital,Marketing,Marketing,SEO,SEM,,,Class1,Senior Level
Tekion,Staff Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-248341-staff-engineer-at-tekion-bangalore/,Priyanka Mahindrakar,6-8 Years,80000,Java,Data,Structures,Algorithms,Microservices,,,Class2,Mid-Level
ThoughtsWin Systems,Azure Application Developer,Jaipur,2018,0 - 10 employees,https://www.instahyre.com/job-248350-azure-application-developer-at-thoughtswin-systems-jaipur/,Ritu Ranwa,4-9 Years,300,Azure,Kubernetes,,,,,,Class2,Mid-Level
WorkSpan,SDE 3,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-248349-sde-3-at-workspan-bangalore/,Mahak Kankane,6-10 Years,11667,Java,Python,Golang,,,,,Class2,Mid-Level
Capri Global Capital,SSE,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-248328-sse-at-capri-global-capital-gurgaon/,Anjali Sinha,6-9 Years,54000,,,,,,,,Class4,Mid-Level
Capri Global Capital,SSE,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-248329-sse-at-capri-global-capital-gurgaon/,Anjali Kumari,7-9 Years,54000,,,,,,,,Class4,Senior Level
Capri Global Capital,SSE,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-248330-sse-at-capri-global-capital-gurgaon/,Kumar Sinha,7-9 Years,54000,,,,,,,,Class4,Senior Level
IndiaMART InterMESH,Client Servicing Executive,Noida,1999,More than 1000 employees,https://www.instahyre.com/job-248336-client-servicing-executive-at-indiamart-intermesh-4-noida/,Yamini Singh,1-5 Years,197103,Customer,Interaction,Customer,Relationship,Customer,Service,,Class1,Junior Level
Lifesight,Demand Generation Manager,Bangalore,2017,50 - 200 employees,https://www.instahyre.com/job-248331-demand-generation-manager-at-lifesight-bangalore/,Avisha Anand,3-7 Years,21606,Digital,Marketing,Google,Ads,Social,Media,Marketing,Class2,Junior Level
MindTickle,SDE III,Bangalore,2012,200 - 500 employees,https://www.instahyre.com/job-248326-sde-iii-machine-learning-at-mindtickle-bangalore-pune/,Shama Afroj,6-10 Years,79477,Computer,Vision,Data,Mining,Java,Machine,Learning,Class2,Mid-Level
Sanmina,Oracle Database Administrator,Chennai,1980,More than 1000 employees,https://www.instahyre.com/job-248337-oracle-database-administrator-at-sanmina-chennai/,Shyam Kumar,1-5 Years,172465,Oracle,Database,,,,,,Class1,Junior Level
UltraTech Cement,Talent Acquisition Manager,Pune,1983,More than 1000 employees,https://www.instahyre.com/job-248327-talent-acquisition-manager-at-ultratech-cement-pune/,Satyam Ahuja,5-10 Years,638795,Recruitment,Non,IT,Recruitment,BFSI,Finance,,Class1,Mid-Level
UserStudy,Sales Specialist,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-248325-sales-specialist-at-userstudy-bangalore/,Valli Subramaniam,4-6 Years,2390,Sales,,,,,,,Class2,Mid-Level
Xeno,Senior Backend Engineer,Bangalore,2018,10 - 50 employees,https://www.instahyre.com/job-248334-senior-backend-engineer-at-xeno-bangalore-delhi/,Aarushi Chawla,2-5 Years,74786,Golang,Java,Spring,,,,,Class2,Junior Level
Apna Godam,Laravel Developer,Jaipur,2016,50 - 200 employees,https://www.instahyre.com/job-248323-laravel-developer-at-apna-godam-jaipur/,Sanjay Agarwal,3-6 Years,828,PHP,Laravel,,,,,,Class2,Junior Level
Atul,Senior Recruitment Associate,Mumbai,1947,More than 1000 employees,https://www.instahyre.com/job-248315-senior-recruitment-associate-at-atul-mumbai/,Piyush Pandey,1-6 Years,86664,Non,IT,Recruitment,,,,,Class1,Junior Level
Genpact,Process Associate,Noida,1997,More than 1000 employees,https://www.instahyre.com/job-248324-process-associate-at-genpact-noida/,Atul Kumar,5-10 Years,2715738,Claims,Management,Claims,Settlement,Insurance,Underwriting,,Class1,Mid-Level
Hike Education,Sales Manager,Jaipur,2014,50 - 200 employees,https://www.instahyre.com/job-248308-sales-manager-at-hike-education-jaipur/,Mayank Singh,5-8 Years,20955,Business,Development,Corporate,Sales,Sales,,,Class2,Mid-Level
NeoDash,Field Sales Engineer,Bangalore,2022,0 - 10 employees,https://www.instahyre.com/job-248317-field-sales-engineer-at-neodash-bangalore/,Saroj Jadhav,2-4 Years,54,Business,Development,Direct,Sales,Sales,,,Class2,Junior Level
Planview,Engineering Manager,Bangalore,1989,500 - 1000 employees,https://www.instahyre.com/job-248314-engineering-manager-at-planview-bangalore/,Kalyani Swain,13-18 Years,42000,Microservices,Engineering,Management,Algorithms,,,,Class4,Senior Level
Signzy,Sales Manager,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-248316-sales-manager-enterprise-business-at-signzy-bangalore/,C Anjana Nagesh,2-6 Years,57859,Sales,Corporate,Sales,Lead,Generation,,,Class2,Junior Level
The Executive Centre,Sales / Business Development Manager,Gurgaon,1994,500 - 1000 employees,https://www.instahyre.com/job-248309-sales-business-development-manager-hotel-sales-at-the-executive-centre-gurgaon/,Jai Prakash,5-10 Years,26940,Sales,Business,Development,,,,,Class4,Mid-Level
VMware,Backend Developer,Bangalore,1998,More than 1000 employees,https://www.instahyre.com/job-248320-backend-developer-java-at-vmware-bangalore/,Angelina Tiwari,5-8 Years,5000,Java,Hibernate,Spring,Struts,,,,Class1,Mid-Level
VMware,Staff Engineer,Bangalore,1998,More than 1000 employees,https://www.instahyre.com/job-248321-staff-engineer-java-at-vmware-bangalore/,Angelina Tiwari,12-16 Years,5000,Java,Hibernate,Spring,Struts,,,,Class1,Senior Level
GlobalLogic,Sr. Data Engineer,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-248295-sr-data-engineer-at-globallogic-bangalore/,Vishakha Tyagi,5-10 Years,749000,AWS,Python,Spark,Airflow,SQL,,,Class1,Mid-Level
Medavas,Flutter Developer,Gurgaon,2020,10 - 50 employees,https://www.instahyre.com/job-248302-flutter-developer-at-medavas-gurgaon/,Medavas Health,0-3 Years,38,Android,Hybrid,Apps,iOS,Flutter,,,Class2,Fresher
Mind Admission Solution,Business Development Executive,Pune,2019,10 - 50 employees,https://www.instahyre.com/job-248301-business-development-executive-at-mind-admission-solution-pune/,Rakesh Sethi,0-1 Years,1717,Business,Development,Sales,Telecalling,,,,Class2,Fresher
Quant Ai,VP Technology,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-248300-vp-technology-at-quant-ai-bangalore/,Corp Source One HR Services,12-17 Years,9743,Quantum,Computing,Linux,Unix,Middleware,,,Class2,Senior Level
Wayfair,Senior Software Engineer,Bangalore,2002,More than 1000 employees,https://www.instahyre.com/job-248307-senior-software-engineer-data-at-wayfair-bangalore/,Lakshman Dornala,9-13 Years,269135,Big,Data,Golang,Java,Python,Scala,,Class1,Senior Level
Wipro,C++ Developer,Bangalore,1945,More than 1000 employees,https://www.instahyre.com/job-248297-c-developer-at-wipro-bangalore/,Reshma Dsouza,5-10 Years,7030982,Dealer,Network,Development,Linux,,,,Class1,Mid-Level
Wizklub Learning,Academic Councellor,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-248306-academic-councellor-at-wizklub-learning-bangalore/,Kumar Shubham,0-1 Years,8939,Business,Development,Sales,,,,,Class2,Fresher
